,descrip,img_src,path_name,article_context
11,विमान में 291 यात्री और चालक दल के 16 सदस्य सवार थे. 82 लोगों को पास के अस्पताल में भर्ती कराया गया.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072013/r6_070813122729.jpg,img_world/img_11.jpg,...और कुछ ही सेकेंड में टुकड़े-टुकड़े हुआ विमान
12,‘लौह महिला’ के नाम से विख्यात ब्रिटेन की पूर्व प्रधानमंत्री मारग्रेट थैचर का मष्तिस्काघात के कारण निधन हो गया. वह 87 साल की थीं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/2_040813064351.jpg,img_world/img_12.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
13,वह 1979 से 1990 तक कंजरवेटिव पार्टी की सरकार में प्रधानमंत्री रहीं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/1_040813064351.jpg,img_world/img_13.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
14,मारग्रेट थैचर का जन्म मार्गरेट रॉबर्ट्स के रूप में हुआ था.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/3_040813064351.jpg,img_world/img_14.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
15,वह 1959 में उत्तरी लंदन के फिनशले से सांसद बनीं और 1992 तक वह संसद की सदस्य रहीं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/4_040813064351.jpg,img_world/img_15.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
16,शिक्षा मंत्री के तौर पर उन्होंने 1975 में पार्टी का नेतृत्व संभालने को लेकर पूर्व प्रधानमंत्री एडवर्ड हीथ को चुनौती दीं और सफल रहीं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/5_040813064351.jpg,img_world/img_16.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
17,"उनके नेतृत्व में कंजरवेटिव पार्टी 1979, 1983 और 1987 के आम चुनावों में विजयी रही.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/6_040813064351.jpg,img_world/img_17.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
18,उनकी सरकार ने कई सरकारी औद्योगिकी इकाइयों का निजीकरण किया.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/7_040813064351.jpg,img_world/img_18.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
19,साल 1982 में फाकलैंड आईलैंड को लेकर अर्जेंटीना के साथ हुए युद्ध के समय भी वह ब्रिटेन की प्रधानमंत्री थीं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042013/8_040813064351.jpg,img_world/img_19.jpg,ब्रिटेन की पूर्व PM मारग्रेट थैचर का निधन
20,कड़ाके की ठंड में चीन के हारबिन शहर में स्नो फेस्टिवल भी मनाया जा रहा है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival_010613042543.jpg,img_world/img_20.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
21,हारबिन के स्नो फेस्टिवल में कलाकार सख़्त बर्फ़ से मूर्तियाँ और अन्य वस्तुएँ तराशकर रंग-बिरंगी रोशनियों के साथ प्रदर्शित करते हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-2_010613040128.jpg,img_world/img_21.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
22,हारबिन को 'चीन का पेरिस' भी कहा जाता है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-3_010613040128.jpg,img_world/img_22.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
23,हारबिन में सर्दियाँ लम्बी होती हैं और तापमान −41.4° सेंटीग्रेड तक देखा गया है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-4_010613040128.jpg,img_world/img_23.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
24,सभी बड़े चीनी शहरों में हारबिन सबसे ठंडा है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-5_010613040128.jpg,img_world/img_24.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
25,चीन के हारबिन शहर में सालाना स्नो फेस्टिवल की शुरुआत हुई.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-1_010613040128.jpg,img_world/img_25.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
26,बर्फ से इस तरह सजावट की गई कि धरती पर मानो कई रंग-बिरंगे किले खड़े हो गए.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-6_010613040128.jpg,img_world/img_26.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
27,इसमें कई एकड़ जमीन में बर्फ की प्रतिमा सजाई गई है और एक शहर की तरह बसाया गया है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-7_010613040128.jpg,img_world/img_27.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
28,रूस की नज़दीकी के कारण हारबिन शहर की इमारतों और संस्कृति पर रूसी प्रभाव नज़र आता है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-8_010613040128.jpg,img_world/img_28.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
29,बर्फ की ये खूबसूरत दुनिया करीब 6 लाख वर्ग मीटर में फैली हुई है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-9_010613040128.jpg,img_world/img_29.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
30,रंगीन रौशनी से नहाते ये किले बर्फ के बने हुए हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-10_010613040128.jpg,img_world/img_30.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
31,चीन का हारबिन शहर कड़ी सर्दियों के लिए जाना जाता है और इसे बहुत से लोग 'बर्फ़ीले शहर' की उपाधि देते हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-11_010613040128.jpg,img_world/img_31.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
32,पिछले साल इस आयोजन में करीब सवा करोड़ दर्शक पहुंचे थे. उम्मीद है कि इस बार आंकड़ा और ऊपर जाएगा.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-12_010613040128.jpg,img_world/img_32.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
33,चीन के सोंगुआ नदी में शून्य से भी नीचे तापमान पर लोग पानी में अठखेलियां कर रहे हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-13_010613040128.jpg,img_world/img_33.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
34,लोग मानते हैं कि हाड़ कंपा देने वाली सर्दी में इस तरह से पानी में मस्ती करना सेहत के लिए बढ़िया है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-14_010613040128.jpg,img_world/img_34.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
35,माइनस सत्रह डिग्री तक पारा गिरने से चीन के अधिकतर लेक जम गए.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-15_010613040128.jpg,img_world/img_35.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
36,कड़कड़ाती ठंड में भी यहां सैलानी रोमांच ढूंढ़ते नज़र आए.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/china_ice_festival-16_010613040128.jpg,img_world/img_36.jpg,स्नो फेस्टिवल: ठंड में देखी है कहीं ऐसी मस्ती!
37,फ्रांस के नीस शहर में ‘नेशनल डे’ पर बड़ा आतंकी हमला हुआ.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/thumb_071516113000.jpg,img_world/img_37.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
38,नीस के एक रिजॉर्ट में आतिशबाजी करने जुटे भीड़ के बीच घुसे एक ट्रक ने लोगों को रौंद दिया.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/attack-site_071516113000.jpg,img_world/img_38.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
39,"जिस ट्रक ने लोगों को कुचला उसमें गन, ग्रेनेड जैसे हथियार भरे हुए थे. करीब दो किलोमीटर तक लोगों को रौंदने के बाद ड्राइवर ने अंधाधुंध फायरिंग भी की. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/attack-probe_071516113000.jpg,img_world/img_39.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
40,"हादसे में अब तक 84 लोगों की मौत हो चुकी है, जबकि 50 से ज्यादा घायल बताए जा रहे हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/evacuation_071516113000.jpg,img_world/img_40.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
41,आईएसआईएस ने नीस हमले की जिम्मेदारी ली है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/french-emergency_071516113000.jpg,img_world/img_41.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
42,"जिस वक्त हमला हुआ, तब नीस के रिजॉर्ट में आतिशबाजी देखने के लिए लोग जुटे थे. हमले के बाद भारतीय दूतावास ने +33-1-40507070 हेल्पलाइन नंबर जारी किया है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/fire-crackers_071516113000.jpg,img_world/img_42.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
43,"जिस नीस शहर में हमला हुआ है वहां करीब 2 हजार भारतीय रहते हैं, जिसमें ज्यादातर लोग दक्षिण भारतीय राज्यों से हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/national-day_071516113000.jpg,img_world/img_43.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
44,पुलिस ने ट्रक चालक को मार गिराया है. ट्रक चालक ट्यूनीशिया मूल का 31 वर्षीय शख्स बताया जा रहा है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/security-french-attack_071516113000.jpg,img_world/img_44.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
45,फ्रांस के राष्ट्रपति फ्रांस्वा ओलांद ने आतंकी हमला होने से इनकार नहीं किया है और कहा कि ये हमला फ्रांस की आत्मा पर हमला है. दुनियाभर में नीस हमले की निंदा हुई है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/french-president_071516113000.jpg,img_world/img_45.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
46,आठ महीने पहले फ्रांस की राजधानी पेरिस में आतंकी हमला हुआ था. तब से देश में इमरजेंसी लागू है. फ्रांस की सरकार ने तीन महीने के लिए इमरजेंसी को और बढ़ा दिया है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/terror-attack-nice_071516113000.jpg,img_world/img_46.jpg,"फ्रांस में फिर आतंकी हमला, नेशनल डे समारोह में मचा कोहराम"
47,"वो गाना तो आपने सुना ही होगा, 'दिल तो बच्चा है जी'. कुछ इसी तर्ज पर रूस के राष्ट्रपति ब्लादिमीर पुतिन का दिल 31 साल की जिम्नास्ट पर आ गया है. 62 साल के पुतिन ने खुलेआम अपनी मोहब्बत को स्वीकार भी कर लिया है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-5_122014091346.jpg,img_world/img_47.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
48,एलिना के पुतिन के साथ अफेयर की खबरें 2008 से ही आ रहीं हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-1_122014091346.jpg,img_world/img_48.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
49,पुतिन दुनिया के काफी प्रभावशाली नेता माने जाते हैं. ऐसे में जल्द ही एलिना को किसी बड़ी भूमिका में देखें तो चौंकिएगा मत.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-2_122014091346.jpg,img_world/img_49.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
50,इससे पहले भी कई देश के प्रमुखों का नाम अपने से कम उम्र की महिलाओं के साथ जुड़ चुका है. फ्रांस के निकोलस सरकोजी और अमेरिका के बिल गेट्स का मामला काफी चर्चित भी रहा था.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-4_122014091346.jpg,img_world/img_50.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
51,बुजुर्ग नेताओं के कमसिन लड़कियों से मोहब्बत का मामला पूरी दुनिया में एक ट्रेंड के तौर पर देखा जा रहा है. भारत में ही ऐसे मामले कम नहीं हुए हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-6_122014091346.jpg,img_world/img_51.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
52,एलिना अब राजनीति में भी सक्रिय हैं. संसद में छह साल गुजारने के बाद वह सरकार समर्थिक मीडिया संभाल रही हैं,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-7_122014091346.jpg,img_world/img_52.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
53,पुतिन के अफेयर की खबर इससे पहले भी कई बार उड़ चुकी है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-9_122014091346.jpg,img_world/img_53.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
54,31 साल की एलीना ओलंपिक में रूस का प्रतिनिधित्व कर चुकी हैं,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-10_122014091346.jpg,img_world/img_54.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
55,पुतिन ने पिछले साल ही अपनी पत्नी से 30 साल लंबे वैवाहिक जीवन के बाद तलाक ले लिया था. उनके दो बच्चे भी हैं,https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/thumb_122014091346.jpg,img_world/img_55.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
56,"खेल में संतुलन साधने की कला सीख चुकी एलिना पुतिन के चंचल मन को संतुलित कर पाती हैं या नहीं, यह देखना दिलचस्प होगा.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/122014/image-3_122014091346.jpg,img_world/img_56.jpg,"62 के पुतिन को हुआ 31 की एलिना से इश्क, मिलिए रूसी राष्ट्रपति की लव लाइफ से"
57,आईवरी कोस्ट के राहतकर्मियों ने बताया कि नव-वर्ष समारोह के दौरान पटाखे चलाते समय मची भगदड़ में कम से कम 61 लोग मारे गए और दर्जनों लोग घायल हो गए.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-1_010313090004.jpg,img_world/img_57.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
58,सैन्य बचावकर्मियों के प्रमुख लेफ्टिनेंट कर्नल ईसा साको ने टीवी पर बताया कि प्राथमिक आंकड़ों के अनुसार अभी तक 61 लोग मारे गए है.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-7_010313090005.jpg,img_world/img_58.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
59,हालांकि राहतकर्मियों ने 49 घायलों को बचाया है ऐसी जानकारी भी साथ दी गई.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-6_010313090005.jpg,img_world/img_59.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
60,सैन्य बचावकर्मियों के प्रमुख लेफ्टिनेंट कर्नल ईसा साको ने पहले कहा था कि घटना में करीब 200 लोग घायल हुए हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-4_010313090005.jpg,img_world/img_60.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
61,साको ने बताया कि आतिशबाजी देखने के लिए शहर के मुख्य स्टेडियम में भारी भीड़ उमड़ने के कारण भगदड़ मची.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-3_010313090005.jpg,img_world/img_61.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
62,अधिकारियों ने बताया कि घायलों को अबीदजान के अस्पताल में ले जाया गया है. घायलों में कई बच्चे भी शामिल हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-2_010313090005.jpg,img_world/img_62.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
63,अन्य बचाव अधिकारी ने बताया कि घटना में 61 लोगों की मौत हुई है और 48 लोग घायल हुए हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/012013/ivory-coast-stampede-5_010313090005.jpg,img_world/img_63.jpg,"आईवरी कोस्ट में भगदड़, 61 की मौत"
64,"नरेंद्र मोदी 26 सितंबर को अमेरिका में होंगे और उनके संबोधन को लेकर तैयारियों का दौर जारी है. न्यूयॉर्क का टाइम्स स्क्वायर पूरी तरह सज चुका है. यहां लगी बड़ी-बड़ी स्क्रीन पर प्रधानमंत्री 

का भाषण लाइव सुनाया जाएगा. यहां मोदी के हजारों चाहने वाले मोदी को देखने के लिए बेकरार हैं तो वहीं दुनिया भर की निगाहें मोदी और अमेरिकी राष्ट्रपति बराक ओबामा की मुलाकात पर 

टिकी हैं. आइए एक नजर डालते हैं नरेंद्र मोदी के कार्यक्रम पर... ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/modi-in-usa-650_092314115929.jpg,img_world/img_64.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
65,"26 सितंबर को नरेंद्र मोदी दोपहर ढाई बजे न्यूयॉर्क पहुंचेंगे. इस दिन उनका कोई कार्यक्रम नहीं है. सिर्फ अमेरिका में बसे कुछ हिंदुस्तानियों से निजी तौर पर मुलाकात होगी. प्रकाश जावड़ेकर ने बताया कि तैयारियां बहुत अच्छी चल रही है. केवल भारतीयों में ही नहीं दुनिया के सभी लोगों में बेहद उत्साह दिख रहा है.   
",https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/22_america_me_aajtak-650_092314115929.jpg,img_world/img_65.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
66,"27 सितंबर को सुबह 11 बजे मोदी संयुक्त राष्ट्र महासभा को हिंदी में संबोधित करेंगे. उनके भाषण का अनुवाद करने के लिए तीन दुभाषिए रखे गए हैं. शाम 6 बजे नरेंद्र मोदी सेंट्रल पार्क मे

ग्लोबल सिटिजन फेस्टिवल को संबोधित करेंगे. मोदी के खाने का जिम्मा राजा झांजी, कैटरर को दिया गया है. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/22_america_me_aajtak4-650_092314115929.jpg,img_world/img_66.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
67,28 सितंबर को सुबह 11 बजे मोदी न्यूयॉर्क के मेडिसन स्क्वायर गार्डेन में अपने 18 हजार चाहने वालों से मिलेंगे. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/image1631-650_092314115929.jpg,img_world/img_67.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
68,"29 सितंबर को प्रधानमंत्री नरेंद्र मोदी सुबह 11 बजे पूर्व अमेरिकी राष्ट्रपति बिल क्लिंटन और उनकी पत्नी हिलेरी क्लिंटन से मुलाकात करेंगे. शाम को वो व्हाइट हाउस में ओबामा परिवार के 

मेहमान बनेंगे. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/22_america_me_aajtak3-650_092314115929.jpg,img_world/img_68.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
69,"नरेंद्र मोदी अपने 18 हजार चाहने वालों से न्यूयॉर्क के मैडिसन स्क्वायर गार्डन में मिलेंगे. यहां उनसे मुलाकात के लिए 40 हजार लोगों ने आवेदन कर रखा था, जबकि यहां सिर्फ 18 हजार 

लोगों के बैठने की जगह है. इस हॉल में रॉकस्टार के ही शो हुआ करते थे. अब अमेरिकी कहने लगे हैं कि मोदी भी किसी रॉकस्टार से कम नहीं हैं.    ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/image8-650_092314115929.jpg,img_world/img_69.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
70,30 सितंबर सुबह 11 बजे मोदी अमेरिकी राष्ट्रपति बराक ओबामा से मिलेंगे. ये मुलाकात करीब डेढ़ घंटे की होगी. 30 सितंबर की शाम 6 बजे मोदी भारत के लिए रवाना हो जाएंगे. वहां मौजूद उद्योगपति जफर सरेश जफरवाला से भी आजतक ने बातचीत की.   ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/092014/22_america_me_aajtak0-650_092314115929.jpg,img_world/img_70.jpg,नरेंद्र मोदी के मिशन अमेरिका पर टिकी हैं सबकी निगाहें
71,"कयामत से दिन से बचे रहने के लिए अमेरिका के कंसास, टेक्सास और न्यूयॉर्क में भारी मात्रा में बंकर्स बनाए जा रहे हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/1_555_032317111321.jpg,img_world/img_71.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
72,बंकर बनाने वाली राइजिंग जनरल कंपनी के गैरी लिंच ने बताया कि डोनाल्ड ट्रंम्प के प्रसिडेंट बनने के बाद अमेरिका में बंकरों की बिक्री 300% तक बढ़ गई है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/3_555_032317111321.jpg,img_world/img_72.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
73,ये बंकर 800 किलोमीटर प्रति घंटे की तेज हवा झेल सकते हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/2_555_032317111321.jpg,img_world/img_73.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
74,"इन बंकर्स में सिनेमा हॉल, स्वीमिंग पूल, गोल्फ रेंज की भी सुविधा है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/4_555_032317111321.jpg,img_world/img_74.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
75,ये बंकर्स 99 साल तक की लीज पर लिए जा सकते हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/5_555_032317111321.jpg,img_world/img_75.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
76,इन बंकर्स के कई ऑप्शन्स हैं. ये तीन वेरिएंट्स में हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/6_555_032317111321.jpg,img_world/img_76.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
77,एक बंकर में 20 लोग रह सकते हैं. ये बंकर 26 फीट चौड़े और 80 फीट तक लंबे हैं. एमरजेंसी के समय इन बंकर्स में 12 महीने तक का राशन रखा जा सकता है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/032017/7_555_032317111321.jpg,img_world/img_77.jpg,"कयामत से बचने की तैयारी कर रहे हैं अमेरिकी, बनवा रहे हैं बंकर"
