,descrip,img_src,path_name,article_context
10,"आलिया का यह सीरियस , रग्ड जीन्स और हाई हील्स लुक  बहुत ही ज्यादा आकर्षक हैं. इसे पहन कर तो अलग ही एटीट्यूड नजर आएगा. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/022017/1_020217123719.jpg,img_lifestyle/img_35577.jpg,"डेनिम कैसे पहनें, स्टाइल का ज्ञान आलिया भट्ट से लें..."
11,वर्टिकल लाइन्स हमेशा से ही ट्रेंड में हैं. आलिया का यह ब्लू एंड वाइट शोल्डर कट ड्रेस बेहद खूबसूरत हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/022017/7_020217123719.jpg,img_lifestyle/img_35578.jpg,"डेनिम कैसे पहनें, स्टाइल का ज्ञान आलिया भट्ट से लें..."
12,Ashish N Soni और H&M के इस स्टाइल में आलिया सुपर हॉट लग रही हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/022017/3_020217123719.jpg,img_lifestyle/img_35579.jpg,"डेनिम कैसे पहनें, स्टाइल का ज्ञान आलिया भट्ट से लें..."
13,"फ्र‍िल्ड डेनिम जैकेट, ब्लैक क्रॉप टॉप और नी-लेंथ से कट वाली जीन्स का यह अंदाज एकदम हटके है. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/022017/4_020217123719.jpg,img_lifestyle/img_35580.jpg,"डेनिम कैसे पहनें, स्टाइल का ज्ञान आलिया भट्ट से लें..."
14,"हॉफ डेनिम जैकेट और ओपन र्स्कट  का यह कॉम्बिनेशन लाजवाब है. आप भी आलिया के इन सभी लुक्स को किसी भी पार्टी, फंकशन , ऑफिस में कैरी कर सकती हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/022017/5_020217123719.jpg,img_lifestyle/img_35581.jpg,"डेनिम कैसे पहनें, स्टाइल का ज्ञान आलिया भट्ट से लें..."
15,गोरी और चमकदार स्किन हर कोई पाना चाहता है. लेकिन यह जरुरी नहीं कि अपनी त्वचा को साफ और चमकदार बनाने के लिए आप महंगे प्रोडक्ट्स इस्तेमाल करें. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/5_555_101217034857.jpg,img_lifestyle/img_35582.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
16,आप अपनी स्किन का अच्छे से ध्यान रखेंगे तो अपको पार्लर जाने की भी जरुरत नहीं पड़ेगी.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/3_555_101217034857.jpg,img_lifestyle/img_35583.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
17,टोनर: हेल्दी स्किन के लिए टोनर इस्तेमाल करना बहुत जरुरी है. यह स्किन के बड़े पोर्स को कम करने के साथ स्किन का pH लेवल बैलेंस करता है. इससे साथ ही यह आपको ऑयली स्किन से राहत देता है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/7_555_101217034857.jpg,img_lifestyle/img_35584.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
18,"क्लींजर: ज्यादा मेकअप और  प्रदूषण की  वजह से हमारी स्किन के छिद्र बंद हो जाते हैं. जिसके कारण स्किन सांस नही ले पाती और स्किन से जुड़ी कई बीमारी होने लगती हैं. इसलिए रोजाना सोने से पहले चेहरे कि क्लींजिंग जरूर करें.
",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/9_555_101217034857.jpg,img_lifestyle/img_35585.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
19,"फेस पैक से करें झुर्रियां दूर: हफ्ते में एक बार फेस पैक का इस्तेमाव जरूर करें. इससे स्किन में कसाव आता हैश्, जिससे झुर्रियों की समस्या दूर हो जाती हैं.  अपनी स्किन के हिसाब से आप फेस पैक चुन सकतें हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/4_555_101217034857.jpg,img_lifestyle/img_35586.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
20,मास्चराइजर: चेहरे पर साबुन या फेस वॉश  ज्यादा  इस्तेमाल करने से स्किन ड्राई हो जाती है. इसलिए अपनी स्किन को हाइड्रेट करने के लिए रोजाना नहाने के बाद मास्चराइजर जरूर लगाएं. बाजार में हर स्किन के लिए माॅश्चराइजर मौजूद हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/12_555_101217034857.jpg,img_lifestyle/img_35587.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
21,"होंटो को दे नेचुरल कलर: ज्यादा लिप्सटिक लगाने से होंटो की रंगत काली पढ़ जाती है. गुलाब की पत्तियां पीसकर मलाई में मिक्स करके होंटो पर लगाएं. इससे होंट नेचुरल गुलाबी रंग के हो जाएंगे.
",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/8_555_101217034857.jpg,img_lifestyle/img_35588.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
22,एलोवेरा जेल से करें मसाज: स्किन के लिए एलोवेरा जेल बहुत फायदेमंद होता है. अपनी स्किन को हेल्दी रखने के लिए रोजाना एलोवेरा जेल से मसाज करें. आप रात में सोते समय भी यह जेल लगा सकते हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/6_555_101217034857.jpg,img_lifestyle/img_35589.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
23,एंटी बैक्टेरिया और एंटी फंगल गुण होने के कारण एलोवेरा चेहरे के कील मुहांसों को दूर करके स्किन को नमी पहुंचाता हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/2_555_101217034857.jpg,img_lifestyle/img_35590.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
24,जैतुन का तेल: जैतुन का तेल हमारी स्किन के लिए काफी फायदेमंद होता है. रोजाना चेहरे पर जैतुन के तेल की मालिश करने से स्किन में ग्लो  के साथ चेहरे के दाग धब्बे भी साफ होते हैं.,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/1_555_101217034857.jpg,img_lifestyle/img_35591.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
25,"नींद है जरूरी
त्योहारों के समय लोगों की नींद ठीक तरह से  पूरी नहीं हो पाती और थकान के कारण चेहरे की चमक खो जाने के साथ स्किन मुरझाई हुई लगती है. इसलिए स्किन को तरो ताजा रखने के लिए सही नींद बेहद जरूरी है.
",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/14_555_101217034857.jpg,img_lifestyle/img_35592.jpg,ऐसे रखेंगे स्क‍िन का ख्याल तो नहीं पड़ेगी पार्लर जाने की जरूरत
26,"आयोडीन दिमागी विकास में मदद करता है और वजन को नियंत्रित रखने में सहायता करता है. आयोडीन का सबसे अच्‍छा स्‍त्रोत नमक होता है. नमक के अलावा खानपान में और कौन-कौन से आहार को करें शामिल ताकि आयोडीन कमी से शरीर बचा रहे, आइए जानें:",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/iodine-thumb_072516053041.jpg,img_lifestyle/img_35593.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
27,"1. रोस्‍टेड आलू:
भुने हुए आलू रोज़ खाने चाहिए इससे आपको आवश्यक पोषक तत्व प्राप्त मिलते हैं और आलू के छिलके में आयोडीन, पोटेशियम और विटामिन पाया जाता है. एक आलू लगभग 40% आयोडीन पाया जाता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/roasted-potato_072516053041.jpg,img_lifestyle/img_35594.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
28,"2. दूध:
एक कप दूध  में 56 माइक्रोग्राम आयोडीन पाया जाता है, साथ ही इसमें कैल्शियम और विटामिन D भी मिलता है जो हमारी हड्डियों को मजबूत बनता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/milk_072516053041.jpg,img_lifestyle/img_35595.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
29,"3. मुनक्‍का:
रोज तीन मुन्नके खाने से 34 माइक्रोग्राम आयोडीन आपके शरीर में जाता है. रोज 5-6 मुन्नके खाने से आपको विटामिन A, विटामिन, आयोडीन, फाइबर मिलता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/munakka_072516053041.jpg,img_lifestyle/img_35596.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
30,"4. दही:
दही में 80 माइक्रोग्राम आयोडीन जो आपकी दिन भर की कमी को पूरा करता है. दही  में अच्छे बैक्टीरिया भी पाये जाते हैं जो आपके पाचन तंत्र को अच्छा रखते हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/curd_072516053041.jpg,img_lifestyle/img_35597.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
31,"5. ब्राउन राइस:
ब्राउन राइस में पाएं जाने वाले घुलनशीन फाइबर रक्त में एलडीएल कोलेस्ट्रॉल को कम करने में मदद करते हैं. ब्राउन राइस आयोडीन का अच्‍छा स्‍त्रोत है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/brown-rice_072516053041.jpg,img_lifestyle/img_35598.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
32,"6. सी फूड:
अगर आप चाहते हैं कि आपका बच्चा तेज दिमाग वाला बने तो उसे आयोडीन की भरपूर मात्रा देना बहुत जरूरी है. सी फूड आयोठन का बहुत अच्‍छा स्‍त्रोत होता है इसलिए भोजन में इसे जरूर शामिल करें. मछली में मौजूद पोषक तत्व मस्तिष्क को तेज करने का काम करते हैं. मछली में मौजूद फैटी एसिड स्मरण शक्त‍ि बढ़ाता है. इसके साथ ही इसमें मौजूद प्रोटीन से मस्त‍िष्क की नई कोशिकाओं का निर्माण होता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/sea-food_072516053041.jpg,img_lifestyle/img_35599.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
33,"7. लहसुन:
लहसुन खाने के स्वाद को बढ़ाने के साथ ही कई स्वास्थ्यवर्धक गुणों से भरपूर है. यह कम कैलोरी युक्त होने के साथ ही फाइटोन्यूट्रिएंट एनिथोल से भरपूर होता है, जिससे शरीर की रोग प्रतिरोधक क्षमता बढ़ती है और लहसुन  में आयोडीन की भी भरपूर मात्रा होती है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/072016/garlic_072516053041.jpg,img_lifestyle/img_35600.jpg,आयोडीन की कमी है तो नमक के अलावा ये 7 चीजें भी खाएं...
34,गर्मियों में अक्सर लोगों को घमौरियों की जलन और खुजली सताती है. ऐसे में हम कई तरह के पाउडर्स का इस्तेमाल करते हैं पर कई बार इनका कोई असर नहीं होता. अब आजमाएं ये घरेलू नुस्खे और पाएं इस तकलीफ से छुटकारा..,https://smedia2.intoday.in/aajtak/images/Photo_gallery/062016/heat-rash-thumb_060816063314.jpg,img_lifestyle/img_35601.jpg,घमौरियों की जलन अगर आपको चैन नहीं लेने दे रही है तो...
35,"1. हल्दी:
हल्दी में एंटीबायोटिक गुण होते हैं. नमक, हल्दी  और मेथी को बराबर मात्रा में मिलाकर पीस लें. नहाने से पहले इस उबटन को पूरे शरीर पर साबुन की तरह लगाएं और 5 मिनट बाद नहा लें. यह हफ्ते में एक बार इस्तेमाल करें. इससे घमौरियों की परेशानी से आराम मिलेगा.  ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/062016/turmeric-powder_060816063314.jpg,img_lifestyle/img_35602.jpg,घमौरियों की जलन अगर आपको चैन नहीं लेने दे रही है तो...
36,"2. बर्फ के टुकड़े:
प्लास्टिक बैग या कपड़े में बर्फ के टुकड़े रखकर इन्हें घमौरियों पर लगाएं. ध्यान रहे बर्फ को सीधे त्वचा पर न लगाएं. इसे किसी कपड़े या प्लास्टिक में रखकर ही इस्तेमाल करें. 5 से 10 मिनट तक इसे लगाए रखें. 4 से 6 घंटे के अंतर में इसे दोबारा एप्लाई किया जा सकता है. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/062016/ice-bags_060816063314.jpg,img_lifestyle/img_35603.jpg,घमौरियों की जलन अगर आपको चैन नहीं लेने दे रही है तो...
37,"3. एलोवेरा:
एलोवेरा को हीलिंग पावर के लिए जाना जाता है. बहुत से लोग इसे स्किन प्रोब्लम्स के लिए यूज करते हैं. एलोवेरा  के रस या पल्प यानी गूदे को घमौरियों पर लगाने से जल्द आराम मिलता हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/062016/aleo-vera_060816063314.jpg,img_lifestyle/img_35604.jpg,घमौरियों की जलन अगर आपको चैन नहीं लेने दे रही है तो...
38,"4. चंदन:
चंदन की लकड़ी में एंटी इंफ्ल‍िमेंट्री और ठंडक पहुंचाने वाले गुण होते हैं. चंदन पाउडर  और धनिया पाउडर को बराबर मात्रा मिलाकर इसमें गुलाब जल डालकर गाढ़ा लेप तैयार करें. इस लेप को शरीर पर लगाए और कुछ देर के लिए छोड़ दें. फिर इसे ठंडे पानी से धो लें. इससे घमौरियों की जलन दूर होगी और त्वचा को ताजगी मिलेगी.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/062016/chandan-powder_060816063314.jpg,img_lifestyle/img_35605.jpg,घमौरियों की जलन अगर आपको चैन नहीं लेने दे रही है तो...
39,"5. मुल्तानी मिट्टी:
गर्मियों में होने वाली घमौरियों के उपचार में मुल्तानी मिट्टी  बहुत असरदार है. मुल्तानी मिट्टी में गुलाब जल मिलाकर इस लेप को लगाने से घमौरियों में जल्द राहत मिलेगी.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/062016/multani-mitti_060816063314.jpg,img_lifestyle/img_35606.jpg,घमौरियों की जलन अगर आपको चैन नहीं लेने दे रही है तो...
40,"हमें लगता है कि स्ट्रेस में अपने कुछ खास पसंद का खाने से तनाव कम हो जाता है, लेकिन हम इस बात से अनजान होते हैं कि कुछ खास खाने की चीजें स्ट्रेस को बढ़ा देती हैं.चॉकलेटचॉकलेट सभी को बहुत पसंद होता है, लेकिन कोशिश करनी चाहिए कि तनाव के समय चॉकलेट न खाएं. चॉकलेट में चीनी, चिकनाई और कैफीन होता है, जो कि तनाव में बिल्कुल ठीक नहीं है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032015/choclate_thumb_030315071709.jpg,img_lifestyle/img_35607.jpg,इन पांच चीजों को खाने से बढ़ता है स्ट्रेस
41,"फास्ट फूडतनाव में फास्टफूड खाने से बचना चाहिए. इसमें अनुचित अनुपात में प्रोटीन्स, फैट और रिफाइंड कार्बोहाइड्रेट होता है. इसमें जरूरी विटामिन और मिनरल नहीं होते हैं.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032015/burger_030315071404.jpg,img_lifestyle/img_35608.jpg,इन पांच चीजों को खाने से बढ़ता है स्ट्रेस
42,"कैफीनचाय, कॉफी जैसे पेय पदार्थों में कैफीन होता है, जिसे पीने से एंड्रेलाइन होता है, जो स्ट्रेस बढ़ाता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032015/coffee_030315071709.jpg,img_lifestyle/img_35609.jpg,इन पांच चीजों को खाने से बढ़ता है स्ट्रेस
43,"सुगर कैंडीस्ट्रेस में ब्लड शुगर लेवल बढ़ जाता है, ऐसे में शुगर कैंडी खा लेने से ये स्ट्रेस और बढ़ जाता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032015/sugar_candy_030315071709.jpg,img_lifestyle/img_35610.jpg,इन पांच चीजों को खाने से बढ़ता है स्ट्रेस
44,"इससे भी एड्रेनेलाइन पैदा होता है, जिससे तनाव चिड़चिड़ापन और बढ़ जाता है.",https://smedia2.intoday.in/aajtak/images/Photo_gallery/032015/alcohol_030315071709.jpg,img_lifestyle/img_35611.jpg,इन पांच चीजों को खाने से बढ़ता है स्ट्रेस
45,जैकी श्रॉफ की बेटी और टाइगर श्रॉफ की बहन कृष्‍णा 24 साल की हैं. वे लगातार इंस्‍टाग्राम पर तस्‍वीरें शेयर करती रहती हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/2_040617015610.jpg,img_lifestyle/img_35612.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
46,सोशल मीडिया पर कृष्‍णा को काफी पसंद किया जाता है. उनके इंस्‍टाग्राम पर 2 लाख से ज्‍यादा फॉलोअर हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/3_040617015610.jpg,img_lifestyle/img_35613.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
47,"कुछ समय पहले ही कृष्‍णा ने अपनी एक बिकिनी फोटो शेयर की है. जिसके कैप्‍श्‍ान में उन्‍होंने लिखा, Sun's out, buns out. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/1_040617015610.jpg,img_lifestyle/img_35614.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
48,कृष्‍णा इस समय अपने भाई टाइगर श्रॉफ की अगली फिल्‍म मुन्‍ना माइकल में बतौर एसिसटेंट डायरेक्‍टर काम कर रही हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/4_040617015610.jpg,img_lifestyle/img_35615.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
49,मुन्‍ना माइकल इसी साल 7 जुलाई को रिलीज होनी है. इसके निर्देशक साबिर खान हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/5_040617015610.jpg,img_lifestyle/img_35616.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
50,कृष्‍णा ने कहा है कि वे फिल्‍म निर्माण में करियर बनाना चाहती हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/6_040617015610.jpg,img_lifestyle/img_35617.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
51,एक इंटरव्‍यू में उन्‍होंने कहा था कि फिलहाल वे फिल्‍मों में एक्टिंग नहीं कर रहीं पर भविष्‍य का कुछ पता नहीं है. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/7_040617015610.jpg,img_lifestyle/img_35618.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
52,कृष्‍णा काफी बार बोल्‍ड फोटोज भी सोशल मीडिया पर शेयर करती हैं. जिसे उनके फॉलोअर्स खूब लाइक करते हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/8_thumb_040617015610.jpg,img_lifestyle/img_35619.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
53,ये उनकी कुछ ऐसी तस्‍वीरों में से एक है जो बेहद हॉट कही जाती हैं. इस फोटो को खूब लाइक किया गया था. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/9_040617015610.jpg,img_lifestyle/img_35620.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
54,कृष्‍णा को बेहद कॉन्फिडेंट स्‍टार किड कहा जाता है. लोग कई बार उन्‍हें फिल्‍मों में काम करने की सलाह दे चुके हैं. ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/042017/10_040617015610.jpg,img_lifestyle/img_35621.jpg,"इंस्‍टा पर हिट हैं टाइगर श्रॉफ की बहन, हर फोटो पर मिलते हैं हजारों लाइक्‍स"
55,"उम्र के इस पड़ाव पर भी रेखा की खूबसूरती के मुरीदों में कोई कमी नहीं आई है. सिर्फ चेहरा ही क्यों, रेखा का अंदाज, कपड़ों का स्टाइल, मेकअप... ये सारी बातें उन्हें दूसरों से अलग कर देती हैं. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/4_101017095328.jpg,img_lifestyle/img_35622.jpg,"रेखा को मिला है एजलेस ब्यूटी का खिताब, क्या आप जानते हैं उनकी खूबसूरती के पीछे का ये राज..."
56,"कहते हैं रेखा अपने अंदाज में ही जीती हैं. उनकी जिंदादिली उन्हें और भी खूबसूरत बना देती है. हालांकि रेखा के जीवन को लोग रहस्यमयी कहानी की तरह देखते हैं. उड़ती कहानी बहुत हैं, पर सच क्या है, ये सिर्फ रेखा ही जानती हैं. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/5_101017095328.jpg,img_lifestyle/img_35623.jpg,"रेखा को मिला है एजलेस ब्यूटी का खिताब, क्या आप जानते हैं उनकी खूबसूरती के पीछे का ये राज..."
57,रेखा का पूरा नाम रेखा गणेशन है और वह प्रसिद्ध दक्ष‍िण स्टार जेमिनी गेणेशन की बेटी हैं.  ,https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/3_101017095328.jpg,img_lifestyle/img_35624.jpg,"रेखा को मिला है एजलेस ब्यूटी का खिताब, क्या आप जानते हैं उनकी खूबसूरती के पीछे का ये राज..."
58,"रेखा आज 62 साल की हो गई हैं. लेकिन, उन्हें देखकर आप उनकी उम्र का अंदाजा नहीं लगा सकते. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/2_101017095328.jpg,img_lifestyle/img_35625.jpg,"रेखा को मिला है एजलेस ब्यूटी का खिताब, क्या आप जानते हैं उनकी खूबसूरती के पीछे का ये राज..."
59,"जिस समय बॉलीवुड की हिरोईनें सूखे और टेल्कम मेकअप की ही शौकीन रहती थीं, उस समय रेखा पहली ऐसी अभिनेत्री बनीं, जिसने तैलीय मेकअप को हिन्दी सिने जगत में पहचान दिलाई. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/11_101017095615.jpg,img_lifestyle/img_35626.jpg,"रेखा को मिला है एजलेस ब्यूटी का खिताब, क्या आप जानते हैं उनकी खूबसूरती के पीछे का ये राज..."
60,"रेखा अपनी खूबसूरती के लिए क्या करती हैं, इस राज को जानने के बाद आपको यकीन हो जाएगा कि उन्हें आख‍िर क्यों एजलेस ब्यूटी का ख‍िताब दिया गया है. ",https://smedia2.intoday.in/aajtak/images/Photo_gallery/102017/1_101017095328.jpg,img_lifestyle/img_35627.jpg,"रेखा को मिला है एजलेस ब्यूटी का खिताब, क्या आप जानते हैं उनकी खूबसूरती के पीछे का ये राज..."
